config_name,model,cell,task,repetition,trajectory_path,report_path,exit_status,evaluation_status,evaluation_error,resolved_present,resolved,model_responses,tool_calls,submission_present,category,origin,measurement_status,measurable,outcome,tokens,api_calls,wall_seconds
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_0,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/ansible_ansible-85487/report.json,Submitted,completed,,True,False,32,31,True,failed_patch,agent,measurable,True,0,398463,24,218.29
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_1,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1640,0,157.64
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_2,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_2/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_2/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1640,0,160.21
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_3,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_3/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_3/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1640,0,157.8
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_4,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_4/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_4/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1683,0,159.53
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_5,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_5/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_5/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1663,0,159.46
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_6,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_6/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_6/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1683,0,156.6
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_7,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_7/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_7/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1683,0,156.8
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_8,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_8/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_8/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1683,0,154.65
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_9,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_9/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_9/ansible_ansible-85487/report.json,Submitted,completed,,True,False,54,53,True,failed_patch,agent,measurable,True,0,1497203,53,323.48
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_10,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_10/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_10/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1662,0,157.39
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_11,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_11/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_11/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1683,0,152.7
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_12,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_12/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_12/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1682,0,152.04
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_13,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_13/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_13/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1682,0,153.06
variance-pilot-glm,glm-4.5-air-t0,no_plan,ansible_ansible-85487,run_14,experiments/2026-08-20_01-vp-stufe1/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_14/ansible_ansible-85487/ansible_ansible-85487.traj.json,experiments/2026-08-20_01-vp-stufe1/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_14/ansible_ansible-85487/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1682,0,146.74
